2012 Bogus Ridge Weather Meteorological Hourly Data (Summary),,,,,,,,
,,,,,,,,
Dataset Reference Format:,,,,,,,,
,"[Year of data collection] Meteorological data from Dry Creek Experimental Watershed. Watershed Process Research Group, Boise State University",,,,,,,
1/3/2012 9:00,-6999,0.468,77.15,-62.513,58.14,5.6,1.09,19.29987649
1/3/2012 10:00,-6999,1.195,216.425,10.358,56.96,352.4,1.28,19.3020742
1/3/2012 11:00,-6999,1.381,302.475,-15.2,57.75,341.8,1.46,19.31410841
1/3/2012 12:00,-6999,2.103,417.775,37.975,56.33,338.7,1.75,19.33758925
1/3/2012 13:00,-6999,2.243,404.25,28.088,54.75,352.1,2.06,19.36845471
1/3/2012 14:00,-6999,2.342,367.1,18.498,54.26,345.7,2.1,19.40440057
1/3/2012 15:00,-6999,2.675,172.605,-5.383,53.34,297.9,0.97,19.4412765
1/3/2012 16:00,-6999,2.233,46.02,-77.538,56.14,143.7,0.91,19.47835023
1/3/2012 17:00,-6999,0.889,5.135,-82.8,61.58,132.6,1.05,19.51941618
1/3/2012 18:00,-6999,1.305,-1.748,-78.625,52.02,297.3,0.56,19.56936044
1/3/2012 19:00,-6999,1.147,-2.716,-80.103,54.49,147.7,1.48,19.62965342
1/3/2012 20:00,-6999,1.811,-2.73,-79.638,46.61,175.6,1.45,19.70099368
1/3/2012 21:00,-6999,1.763,-2.874,-78.955,46.88,168.7,1.28,19.77804044
1/3/2012 22:00,-6999,3.357,-3.301,-84.125,27.97,237.3,1.59,19.85523322
1/3/2012 23:00,-6999,3.584,-3.316,-80.228,26.82,255.8,1.06,19.9329726
1/4/2012 0:00,-6999,4.114,-3.518,-83.8,29.15,244.7,1.76,20.00985938
1/4/2012 1:00,-6999,4.151,-3.358,-81.725,27.56,224.1,1.62,20.07454248
1/4/2012 2:00,-6999,3.25,-3.297,-77.635,30.93,163.2,1.52,20.11694671
1/4/2012 3:00,-6999,2.283,-2.856,-76.683,33.18,155.9,1.86,20.12688514
1/4/2012 4:00,-6999,2.741,-2.484,-71.583,32.65,144.9,1.82,20.098993
1/4/2012 5:00,-6999,3.069,-2.72,-71.9,32.13,149.5,1.95,20.03838257
1/4/2012 6:00,-6999,3.102,-2.687,-71.44,32.38,152.9,2.13,19.9489107
1/4/2012 7:00,-6999,2.8,-2.812,-70.79,34.98,158.3,2.51,19.83181684
1/4/2012 8:00,-6999,2.496,4.218,-72.075,35.44,160.8,2.23,19.68924515
1/4/2012 9:00,-6999,4.017,68.315,-56.223,30.34,163.5,2.55,19.5197018
1/4/2012 10:00,-6999,5.84,234.175,17.387,27.42,162.8,2.32,19.31857274
1/4/2012 11:00,-6999,6.723,295.11,-36.05,25.96,161.2,2.54,19.08294049
1/4/2012 12:00,-6999,7.077,417.65,41.28,25.45,156,2.51,18.81140449
1/4/2012 13:00,-6999,7.886,421.55,35.743,24.67,161,2.36,18.50994961
1/4/2012 14:00,-6999,7.895,367.75,21.67,24.87,159.9,2.32,18.189274
1/4/2012 15:00,-6999,6.632,173.168,8.47,27.41,148.9,1.63,17.86677434
1/4/2012 16:00,-6999,5.547,43.628,-75.6,28.52,152,1.59,17.56196347
1/4/2012 17:00,-6999,5.406,4.078,-84.125,28.63,157.2,1.22,17.33188907
1/4/2012 18:00,-6999,4.346,-2.956,-80.543,31.01,157.9,1.54,17.15113825
1/4/2012 19:00,-6999,5.045,-3.222,-85.875,31.34,156.3,1.78,16.99136205
1/4/2012 20:00,-6999,5.067,-3.332,-88.175,31.65,163.9,1.86,16.80914555
1/4/2012 21:00,-6999,5.087,-2.806,-74.228,31.16,158.5,1.99,16.65331909
1/4/2012 22:00,-6999,4.977,-2.9,-72.64,31.52,154.7,2.21,16.52258746
1/4/2012 23:00,-6999,4.882,-3.541,-88.8,31.73,160,2.12,16.40838336
1/5/2012 0:00,-6999,5.209,-3.191,-85.95,31.59,162,1.78,16.30592796
1/5/2012 1:00,-6999,6.189,-3.282,-84.8,31.83,196.1,2.35,16.2176187
1/5/2012 2:00,-6999,6.489,-1.816,-38.085,30.95,216.3,2.72,16.14811643
1/5/2012 3:00,-6999,6.657,-0.386,-7.652,27.37,285.4,1.84,16.09999651
1/5/2012 4:00,-6999,6.614,-0.638,-14.874,28.29,325.6,1.88,16.07436952
1/5/2012 5:00,-6999,6.142,-2.045,-43.695,30.61,303.8,2.29,16.07173847
1/5/2012 6:00,-6999,5.334,-2.192,-50.095,34.12,334.2,2.74,16.09355696
1/5/2012 7:00,-6999,4.571,-0.834,-15.37,35.79,343.3,3.81,16.14299806
1/5/2012 8:00,-6999,3.773,3.142,-30.93,37.31,338.9,4.77,16.22324919
1/5/2012 9:00,-6999,2.949,30.798,-15.401,40.27,336.8,3.79,16.33272208
1/5/2012 10:00,-6999,2.212,118.075,-8.995,43.37,338,3.82,16.46689548
1/5/2012 11:00,-6999,2.14,170.425,16.48,58.29,347.2,3.68,16.62497835
1/5/2012 12:00,-6999,1.688,202.85,33.435,63.98,348.7,3.44,16.79983322
1/5/2012 13:00,-6999,1.555,404.425,87.673,65.05,347.9,4.29,16.97964609
1/5/2012 14:00,-6999,0.731,384.45,37.845,69.42,351,4.34,17.15229815
1/5/2012 15:00,-6999,0.502,192.64,11.363,71.46,352.5,4.64,17.30570966
1/5/2012 16:00,-6999,-0.786,40.028,-87.69,77.28,354.3,3.74,17.43854624
1/5/2012 17:00,-6999,-2.248,7.546,-88.75,81.3,359.6,3.03,17.55565518
1/5/2012 18:00,-6999,-3.279,-3.883,-97.45,85.4,1.2,3.32,17.65847074
1/5/2012 19:00,-6999,-4.14,-3.655,-96.575,84.23,2.1,3.78,17.74498451
1/5/2012 20:00,-6999,-4.642,-3.663,-96.1,79.29,0.3,3.62,17.81245331
1/5/2012 21:00,-6999,-5.061,-3.776,-97.1,79.13,0.9,2.96,17.85463884
1/5/2012 22:00,-6999,-5.113,-3.657,-97.225,75.37,0.4,2.7,17.85990788
1/5/2012 23:00,-6999,-5.11,-3.772,-94.925,77.63,359.3,2.9,17.81479671
1/6/2012 0:00,-6999,-5.76,-3.911,-99.475,80.7,0.9,2.8,17.71637564
1/6/2012 1:00,-6999,-6.028,-3.732,-96.5,74.78,1.3,2.88,17.58415078
1/6/2012 2:00,-6999,-6.328,-3.829,-97.95,71.27,0.8,2.67,17.44559327
1/6/2012 3:00,-6999,-6.431,-3.974,-104.325,62.27,1.8,3.04,17.31250906
1/6/2012 4:00,-6999,-6.84,-4.18,-106.2,65.78,358.2,3.7,17.18600479
1/6/2012 5:00,-6999,-6.912,-4.139,-108.4,64.38,359.5,3.51,17.05331761
1/6/2012 6:00,-6999,-6.549,-4.153,-108.025,57.05,358.4,3.85,16.89823726
1/6/2012 7:00,-6999,-6.337,-4.287,-107.025,47.72,359.6,2.32,16.78075936
1/6/2012 8:00,-6999,-5.717,3.874,-101.125,31.59,352.2,2.58,16.68982092
1/6/2012 9:00,-6999,-5.403,80.06,-69.228,38.51,233.2,1.29,16.62466931
1/6/2012 10:00,-6999,-3.293,213.975,-0.431,31.81,226.4,0.82,16.5857513
1/6/2012 11:00,-6999,-2.236,286.425,-33.893,40.02,153.2,1.27,16.57243092
1/6/2012 12:00,-6999,-2.184,287.9,15.328,42.36,155,1.68,16.58665582
1/6/2012 13:00,-6999,-1.635,292.725,25.1,42.49,148.1,1.15,16.62828237
1/6/2012 14:00,-6999,-3.712,180.1,-1.242,65.42,318.2,1.13,16.70045375
1/6/2012 15:00,-6999,-4.531,117.35,-13.093,66.23,346.2,0.72,16.79599131
1/6/2012 16:00,-6999,-3.833,49.773,-25.758,35.84,321,0.77,16.90282628
1/6/2012 17:00,-6999,-5.02,4.334,-32.198,43.98,343.9,2.22,17.01196563
1/6/2012 18:00,-6999,-5.499,-1.668,-47.558,68.28,349.3,3.15,17.11277821
1/6/2012 19:00,-6999,-5.105,-1.345,-32.958,74.42,351.6,2.69,17.19662551
1/6/2012 20:00,-6999,-5.42,-1.314,-32.958,83.28,348.5,2.8,17.25914957
1/6/2012 21:00,-6999,-5.69,-1.186,-29.483,86.98,349.2,3.02,17.2978034
1/6/2012 22:00,-6999,-6.374,-0.973,-22.189,89.08,353.4,3.09,17.30791919
1/6/2012 23:00,-6999,-6.643,-0.147,-4.266,93,356.7,2.84,17.28385418
1/7/2012 0:00,-6999,-7.515,-0.286,-3.547,90.18,354.6,3.19,17.22730649
1/7/2012 1:00,-6999,-8.285,-0.353,-11.087,89.8,357.6,1.99,17.15124513
1/7/2012 2:00,-6999,-8.335,-0.367,-13.873,89.68,0.7,1.7,17.07962302
1/7/2012 3:00,-6999,-8.548,-0.633,-16.328,89.08,9.9,4.68,17.03145474
1/7/2012 4:00,-6999,-8.513,-0.251,-7.654,89.08,29.1,5.32,17.01073147
1/7/2012 5:00,-6999,-8.583,-0.799,-15.769,88.95,11,2.65,16.96702104
1/7/2012 6:00,-6999,-8.67,-0.128,-4.341,88.9,3.6,2.92,16.99447465
1/7/2012 7:00,-6999,-8.823,-0.536,-9.387,88.7,18.5,6.84,17.07707965
1/7/2012 8:00,-6999,-8.82,3.358,-32.363,88.58,15.3,6.84,17.1190969
1/7/2012 9:00,-6999,-8.303,96.843,-6.885,87.95,17.3,5.13,17.16123021
1/7/2012 10:00,-6999,-8.243,291,82.92,86.73,4.3,3.27,17.20336861
1/7/2012 11:00,-6999,-7.784,333.055,-3.223,84.13,3.9,2.81,17.24629408
1/7/2012 12:00,-6999,-6.526,437.925,52.085,68.63,358.2,3.5,17.29491177
1/7/2012 13:00,-6999,-6.715,426.4,34.373,72.45,355.5,3.51,17.35001162
1/7/2012 14:00,-6999,-7.491,350.9,25.29,83.38,0.8,3.15,17.40708309
1/7/2012 15:00,-6999,-7.517,177.585,0.97,84.65,0.8,2.85,17.45807897
1/7/2012 16:00,-6999,-7.507,48.74,-84.265,83.53,1.4,2.52,17.4974011
1/7/2012 17:00,-6999,-6.253,6.691,-94.025,66.25,357.3,2.68,17.51773784
1/7/2012 18:00,-6999,-6.289,-3.126,-81.345,65,2.1,2.72,17.51179223
1/7/2012 19:00,-6999,-5.501,-2.564,-80.51,59.57,3.4,2.87,17.47946886
1/7/2012 20:00,-6999,-5.61,-3.672,-91.225,60.3,3.4,3.03,17.42720467
1/7/2012 21:00,-6999,-6.025,-2.915,-79.88,63.88,1.8,3.41,17.35937516
1/7/2012 22:00,-6999,-6.098,-2.364,-64.803,60.72,0.2,3.97,17.28243369
1/7/2012 23:00,-6999,-5.942,-1.258,-41.505,61.27,2.7,3.29,17.20338393
1/8/2012 0:00,-6999,-5.283,-2.058,-50.793,61.98,4,2.76,17.12814355
1/8/2012 1:00,-6999,-6.144,-2.132,-60.1,75.36,2.4,3.08,17.0655675
1/8/2012 2:00,-6999,-6.107,-0.643,-23.173,73.03,5.2,2.56,17.02467242
1/8/2012 3:00,-6999,-5.471,-0.963,-27.788,66.72,2.1,2.56,17.00858403
1/8/2012 4:00,-6999,-5.802,-1.79,-52.593,71.57,2.6,3.22,17.01280958
1/8/2012 5:00,-6999,-5.677,-2.179,-62.135,69.79,359.7,3.67,17.02730967
1/8/2012 6:00,-6999,-4.899,-2.315,-65.438,59.71,359.3,3.5,17.04413554
1/8/2012 7:00,-6999,-4.898,-2.098,-58.355,60.96,1.5,3.27,17.06003811
1/8/2012 8:00,-6999,-5.253,4.417,-44.023,64.39,2.5,2.66,17.07299392
1/8/2012 9:00,-6999,-4.602,50.785,-34.693,66.66,5,2.62,17.08706029
1/8/2012 10:00,-6999,-3.16,277.875,50.483,77.72,3.5,2.83,17.11274308
1/8/2012 11:00,-6999,-1.785,290.6,26.263,81.78,1.5,2.92,17.15591175
1/8/2012 12:00,-6999,-1.124,262.65,23.083,79.61,3.7,2.41,17.21639902
1/8/2012 13:00,-6999,-0.792,255.475,20.905,81.43,3.8,2.32,17.28956664
1/8/2012 14:00,-6999,-0.578,267.125,19.677,80.93,358.2,1.81,17.36919033
1/8/2012 15:00,-6999,-0.361,195.475,14.055,78.59,0.9,1.44,17.45049398
1/8/2012 16:00,-6999,-0.835,67.17,-42.963,82,343.1,1.45,17.5393535
1/8/2012 17:00,-6999,-1.483,8.458,-64.865,86.35,337.4,2.99,17.61044689
1/8/2012 18:00,-6999,-2.018,-2.484,-64.96,88.63,348.7,3.81,17.67385255
1/8/2012 19:00,-6999,-2.002,-2.33,-60.848,85.78,346.8,3.21,17.73015488
1/8/2012 20:00,-6999,-0.739,-2.52,-72.773,80.48,345.8,2.81,17.77785877
1/8/2012 21:00,-6999,-0.481,-3.485,-83.125,76.92,349.4,2.39,17.81905599
1/8/2012 22:00,-6999,-0.183,-3.508,-88.725,74.09,345.2,2.59,17.8627099
1/8/2012 23:00,-6999,-0.57,-3.755,-89.525,71.98,346.5,2.41,17.91506699
1/9/2012 0:00,-6999,-0.22,-3.436,-88.425,66.25,348.4,2.02,17.97136587
1/9/2012 1:00,-6999,-0.608,-4.009,-93.675,65.43,349,2.75,18.01592201
1/9/2012 2:00,-6999,-0.894,-3.952,-92.775,63.23,350.2,2.07,18.03158477
1/9/2012 3:00,-6999,-0.382,-2.892,-87.725,52.99,357.9,0.88,18.00867585
1/9/2012 4:00,-6999,-0.199,-3.724,-91.425,46.97,351.6,1.74,17.94728677
1/9/2012 5:00,-6999,-1.026,-3.885,-91.4,55.57,350.2,2.26,17.8552714
1/9/2012 6:00,-6999,-0.546,-2.921,-82.378,60.51,2.6,0.92,17.73950044
1/9/2012 7:00,-6999,-0.906,-2.514,-80.163,64.61,1.4,1.43,17.60704536
1/9/2012 8:00,-6999,-1.732,2.605,-81.525,68.37,351,2.39,17.47384037
1/9/2012 9:00,-6999,-0.975,77.318,-59.182,70.51,354.2,1.41,17.36031032
1/9/2012 10:00,-6999,-0.022,259.3,33.018,62.09,342.9,1.15,17.27525638
1/9/2012 11:00,-6999,1.789,290.638,-46.621,57.73,277.2,0.82,17.21457563
1/9/2012 12:00,-6999,0.795,428.2,47.19,57.07,338.9,1.08,17.16607367
1/9/2012 13:00,-6999,3.353,431.825,34.648,50.71,318,0.57,17.11868029
1/9/2012 14:00,-6999,3.205,382.15,21.253,50.73,305.9,0.91,17.06325826
1/9/2012 15:00,-6999,3.091,200.398,19.13,51.92,198.5,0.87,16.99678076
1/9/2012 16:00,-6999,2.081,52.378,-74.038,53.89,291.2,1.17,16.92114374
1/9/2012 17:00,-6999,1.003,7.904,-83.175,56.87,329.6,1.06,16.84266742
1/9/2012 18:00,-6999,0.545,-2.791,-78.865,57.12,161,1.26,16.73538072
1/9/2012 19:00,-6999,-0.052,-2.838,-76.778,60.77,142.2,1.58,16.62080015
1/9/2012 20:00,-6999,-0.038,-2.934,-79.235,59.95,150.7,2.07,16.53394651
1/9/2012 21:00,-6999,-0.28,-2.853,-78.048,62.59,157.6,2.47,16.45194141
1/9/2012 22:00,-6999,-0.563,-2.852,-74.85,65.96,161.1,2.32,16.36332113
1/9/2012 23:00,-6999,-0.911,-2.726,-72.425,66.64,155.6,2.41,16.25433666
1/10/2012 0:00,-6999,-0.691,-2.695,-74.493,63.35,164,2.23,16.11590301
1/10/2012 1:00,-6999,-0.396,-2.723,-72.138,62.72,175.3,3.17,15.95450678
1/10/2012 2:00,-6999,-0.872,-2.727,-71.815,66.16,162.9,2.7,15.79547934
1/10/2012 3:00,-6999,-0.255,-2.797,-73.005,62.59,190.5,2.86,15.66242794
1/10/2012 4:00,-6999,-0.841,-2.038,-56.728,66.18,176.7,2.2,15.56971628
1/10/2012 5:00,-6999,0.823,-0.907,-28.238,51.18,267.8,1.42,15.52694519
1/10/2012 6:00,-6999,0.336,-1.873,-42.248,52.97,223,2.04,15.54184854
1/10/2012 7:00,-6999,0.104,-1.128,-24.553,52.7,287.2,2.01,15.62435496
1/10/2012 8:00,-6999,-0.261,3.151,-15.813,53.11,324.8,2.49,15.79029201
1/10/2012 9:00,-6999,-2.491,25.538,-3.398,70.02,335.3,3.74,16.0546721
1/10/2012 10:00,-6999,-5.423,59.355,12.965,90.4,348.4,3.78,16.42167858
1/10/2012 11:00,-6999,-5.026,46.09,8.441,91.45,355.5,2.29,16.88236465
1/10/2012 12:00,-6999,-4.717,79.868,16.068,91.55,0.2,2.57,17.40976931
1/10/2012 13:00,-6999,-5.05,136.25,29.443,90.8,0.1,3.2,17.96106898
1/10/2012 14:00,-6999,-5.478,174.225,39.83,90.3,359.8,3.62,18.48753396
1/10/2012 15:00,-6999,-5.84,104.2,21.538,90.4,0.5,3.35,18.95016265
1/10/2012 16:00,-6999,-6.154,57.885,-6.23,90.48,0.8,3.6,19.33469832
1/10/2012 17:00,-6999,-6.86,12.511,-80.97,90.15,1.9,3.91,19.64900861
1/10/2012 18:00,-6999,-7.255,-3.043,-73.003,89.98,359.6,4.39,19.90452135
1/10/2012 19:00,-6999,-7.338,-1.454,-32.18,89.95,358.6,4.25,20.11491996
1/10/2012 20:00,-6999,-7.859,-3.855,-65.35,89.43,12.2,6.23,20.28502836
1/10/2012 21:00,-6999,-8.105,-3.507,-54.055,89.2,0.3,3.58,20.41710943
1/10/2012 22:00,-6999,-9.173,-4.397,-68.213,88.05,10.7,6.88,20.51127937
1/10/2012 23:00,-6999,-9.338,-5.219,-103.15,83.83,0.5,4.93,20.55973578
1/11/2012 0:00,-6999,-8.893,-5.684,-113,73.79,0.2,5,20.54849649
1/11/2012 1:00,-6999,-8.52,-5.882,-113,60.65,1.1,5.54,20.48057088
1/11/2012 2:00,-6999,-8.373,-4.683,-109.25,61.31,2.3,4.4,20.37291087
1/11/2012 3:00,-6999,-8.563,-3.944,-106.7,61.42,10.3,3.48,20.23957943
1/11/2012 4:00,-6999,-8.594,-3.593,-105.35,52.36,3.8,3.23,20.08947022
1/11/2012 5:00,-6999,-7.548,-3.888,-106.275,33.91,9.2,4.22,19.89704419
1/11/2012 6:00,-6999,-7.947,-3.892,-105.2,30,12.6,3.53,19.73659457
1/11/2012 7:00,-6999,-8.164,-3.586,-101.6,29.36,16.3,2.56,19.61275377
1/11/2012 8:00,-6999,-7.848,3.247,-96.7,31.36,298.9,1.47,19.53225978
1/11/2012 9:00,-6999,-6.855,75.215,-74.248,28.35,306.7,1.42,19.49326009
1/11/2012 10:00,-6999,-5.505,264.875,8.39,33.96,181.4,0.86,19.49115395
1/11/2012 11:00,-6999,-5.207,307.075,-67.528,40.71,159.3,1.49,19.51789775
1/11/2012 12:00,-6999,-4.638,445.525,27.59,42.28,160.3,1.41,19.56213996
1/11/2012 13:00,-6999,-4.277,449.725,23.75,45.47,158.6,1.13,19.61874804
1/11/2012 14:00,-6999,-4.604,349,-5.04,51.05,137.3,1.07,19.68521168
1/11/2012 15:00,-6999,-5.41,240.23,28.72,58.26,156.2,1.31,19.76424112
1/11/2012 16:00,-6999,-6.571,78.11,-69.488,66.45,151.2,1.66,19.85761823
1/11/2012 17:00,-6999,-6.719,11.251,-71.69,50.68,136.7,1.64,19.96760602
1/11/2012 18:00,-6999,-6.683,-2.47,-66.71,49.59,153.3,1.32,20.09752715
1/11/2012 19:00,-6999,-7.031,-2.411,-68.258,55.18,144.4,1.41,20.24525927
1/11/2012 20:00,-6999,-5.508,-2.151,-65.708,33.44,139.7,2.18,20.40397663
1/11/2012 21:00,-6999,-5.957,-2.893,-76.77,36,151.4,1.9,20.56586476
1/11/2012 22:00,-6999,-6.007,-3.15,-82.943,39.1,142.7,2.31,20.72056755
1/11/2012 23:00,-6999,-5.079,-2.974,-89.125,30.5,133.4,1.87,20.85619611
1/12/2012 0:00,-6999,-4.768,-3.148,-90.8,24.37,137,1.13,20.96436144
1/12/2012 1:00,-6999,-5.805,-2.759,-89.85,34.64,204,1.43,21.03826712
1/12/2012 2:00,-6999,-4.858,-2.76,-90.875,23.06,123.1,1.33,21.07847003
1/12/2012 3:00,-6999,-4.522,-2.895,-90.175,18.8,124.7,1.05,21.08911429
1/12/2012 4:00,-6999,-6.126,-3.255,-90.675,30.05,202.4,1.4,21.07674275
1/12/2012 5:00,-6999,-6.32,-2.482,-85.975,29.12,113.2,0.78,21.04973552
1/12/2012 6:00,-6999,-4.735,-0.649,-79.043,18.72,81.1,0.82,21.01333338
1/12/2012 7:00,-6999,-4.552,-2.256,-85.85,16.76,351.9,1.07,20.96592496
1/12/2012 8:00,-6999,-4.973,6.508,-82.27,20.98,5.5,0.95,20.90538652
1/12/2012 9:00,-6999,-4.47,82.518,-71.74,25.13,317.8,1.35,20.83270548
1/12/2012 10:00,-6999,-1.665,264.925,11.26,30.62,209.4,0.84,20.75310885
1/12/2012 11:00,-6999,-1.511,292.15,-74.833,26.08,242.9,0.92,20.67294383
1/12/2012 12:00,-6999,-3.021,453.7,34.345,40.25,279.5,1.19,20.60016187
1/12/2012 13:00,-6999,-2.821,463.2,30.173,29.46,346.7,1.54,20.54006274
1/12/2012 14:00,-6999,-1.08,408.675,7.265,29.67,280.8,0.84,20.49933247
1/12/2012 15:00,-6999,-0.222,230.998,25.65,19.85,337,0.82,20.48429738
1/12/2012 16:00,-6999,-0.439,56.83,-86.95,17.62,340.5,0.92,20.49911117
