2013 Bogus Ridge Weather Meteorological Hourly Data (Summary),,,,,,,,
,,,,,,,,
Dataset Reference Format:,,,,,,,,
,"[Year of data collection] Meteorological data from Dry Creek Experimental Watershed. Watershed Process Research Group, Boise State University",,,,,,,
, URL: earth.boisestate.edu/drycreek. Multi-paged. [month and day of data download].,,,,,,,
,,,,,,,,
Dataset Header Description,,,,,,,,
,Column.Variable-units| Description,,,,,,,
,1. DateTime| Time stamp of variable collection time [MM/DD/YY  hr:mm],,,,,,,
,2. Precipitation-mm| Cumulative Shielded Rain gage Depth [mm],,,,,,,
,"3. AirTemperature-C| Air Temperature at 2m above ground, Averaged [C]",,,,,,,
,"4. SolarRadiation-Watts/m2| Solar Radiation, Averaged [Watts/m2]",,,,,,,
,"5. Net Radiation-Watts/m2| Net Radiation, Averaged [Watts/m2]",,,,,,,
,"6. Relative Humidity-%| Relative Humidity at 2m above ground , Averaged [%]",,,,,,,
,7. Wind Direction-Degree| Mean Resultant Wind Direction at 2m above ground [Degree],,,,,,,
,"8. Wind Speed-m/s| Wind Speed at 2m above ground, Averaged [m/s]",,,,,,,
,"9.Snow Depth-cm| Filtered depth of snow above ground, Instantaneous [cm]",,,,,,,
,Note: -6999 denotes missing data,,,,,,,
,,,,,,,,
DateTime,Precipitation-mm,AirTemperature-C,SolarRadiation-Watts/m2,NetRadiation-Watts/m2,RelativeHumidity-%,WindDirection-Degree,WindSpeed-m/s,SnowDepth-cm
1/1/2013 0:00,0,-11.8,0,11.80,86.1,338.9,2.19,58.94
1/1/2013 1:00,0.2,-12.3,0,10.30,85.7,344.5,3.28,59.53
1/1/2013 2:00,0.6,-11.3,0,11.30,86.9,335.8,1.3,60.09
1/1/2013 3:00,0.7,-11.7,0,10.70,86.4,344.9,2.92,60.63
1/1/2013 4:00,1.2,-11.6,0,9.50,86.4,346,3.28,61.13
1/1/2013 5:00,1.4,-10,0,8.70,88,349.1,3.92,61.61
1/1/2013 6:00,1.5,-9.9,0,9.40,87.7,359.5,3.68,62.06
1/1/2013 7:00,2.4,-8.4,0,9.20,88,6.8,2.62,62.48
1/1/2013 8:00,2.5,-7.2,0,6.70,83.9,8.2,3.44,62.87
1/1/2013 9:00,2.5,-6.9,42.7,15.44,64.79,11.5,2.87,63.24
1/1/2013 10:00,2.5,-4.7,103,-84.20,50.02,7.7,3.77,63.58
1/1/2013 11:00,2.5,-3,48.63,-290.47,39.35,359,3.77,63.89
1/1/2013 12:00,2.5,-6.7,80.5,-314.30,53.58,358.4,1.79,64.18
1/1/2013 13:00,2.7,-5,163.5,-261.60,44.64,6.6,2.23,64.44
1/1/2013 14:00,3.1,-4.6,368.1,-43.50,39.13,2.1,2.38,64.67
1/1/2013 15:00,3.7,-6.7,343.2,84.30,48.59,1.4,2.8,64.87
1/1/2013 16:00,6.4,-6.6,36.52,-94.78,38.01,4,2.6,65.04
1/1/2013 17:00,7.4,-7.9,14.48,-93.00,41.54,5.3,3.49,65.19
1/1/2013 18:00,9.1,-7.1,0,-87.83,36.54,5.7,3.98,65.3
1/1/2013 19:00,9.1,-6.7,0,-89.67,50.82,5.6,3.53,65.39
1/1/2013 20:00,9.1,-6.9,0,-89.40,53.45,5.7,3.11,65.44
1/1/2013 21:00,9.1,-7.1,0,-86.41,64.75,4.2,3.16,65.47
1/1/2013 22:00,9.2,-6.7,0,-84.42,61.77,2.3,2.59,65.46
1/1/2013 23:00,9.2,-5.7,0,-65.61,59.1,2,2.13,65.42
1/2/2013 0:00,9.4,-5.7,0,-60.10,52.1,5,2,65.35
1/2/2013 1:00,9.5,-4.9,0,-57.80,35.91,9.1,2.51,65.28
1/2/2013 2:00,9.8,-8.1,0,-79.14,68.23,355.7,3.12,65.16
1/2/2013 3:00,10,-7,0,-87.53,59.54,2.1,2.74,65.03
1/2/2013 4:00,10.1,-6.9,0,-82.70,46.13,1.4,2.69,64.9
1/2/2013 5:00,10.2,-6.8,0,-81.82,40.05,5.9,2.46,64.78
1/2/2013 6:00,10.2,-7,0,-80.83,38.08,4.5,2.28,64.61
1/2/2013 7:00,10.3,-6.9,0,-83.36,37.5,1.3,3.46,64.43
1/2/2013 8:00,10.3,-7.3,0,-83.14,45.73,356.3,3.85,64.24
1/2/2013 9:00,10.3,-7,71.51,-45.72,43.97,1.5,2.32,64.07
1/2/2013 10:00,10.3,-6.6,219.5,-2.00,37.28,353.6,1.44,63.9
1/2/2013 11:00,10.5,-5.9,121.6,-216.00,44.5,307.2,0.95,63.74
1/2/2013 12:00,10.5,-5.8,420.7,23.50,40.73,336.2,1.12,63.6
1/2/2013 13:00,10.5,-6,443.3,24.80,40.3,332.1,1.51,63.48
1/2/2013 14:00,10.5,-4,394.3,0.80,40.12,228.3,0.73,63.38
1/2/2013 15:00,10.5,-6.3,309.3,57.70,43.98,317.3,1.55,63.3
1/2/2013 16:00,10.6,-8.4,46.03,-79.83,59.58,147.6,1.02,63.24
1/2/2013 17:00,10.9,-6.9,19.82,-78.39,41.12,164.5,0.77,63.19
1/2/2013 18:00,10.9,-6.7,0,-70.50,37.18,147.8,0.91,63.15
1/2/2013 19:00,10.9,-6,0,-68.10,31.72,54.4,0.63,63.12
1/2/2013 20:00,10.9,-6.6,0,-73.59,37.09,158.1,1.76,63.09
1/2/2013 21:00,10.9,-7.6,0,-75.64,47.67,156.1,2.58,63.06
1/2/2013 22:00,10.9,-7.4,0,-79.05,51.55,158.3,3.16,63.03
1/2/2013 23:00,10.9,-7.6,0,-76.84,51.42,161.7,2.79,62.98
1/3/2013 0:00,10.9,-7,0,-77.34,46.29,160.8,2.91,62.93
1/3/2013 1:00,10.9,-6.9,0,-78.83,44.61,158.7,2.39,62.88
1/3/2013 2:00,10.9,-7,0,-75.76,41.38,163.9,2.48,62.82
1/3/2013 3:00,10.9,-7,0,-75.35,37.23,153.2,2.77,62.77
1/3/2013 4:00,10.9,-6.9,0,-78.05,34.88,158.6,3.02,62.72
1/3/2013 5:00,10.9,-6.8,0,-75.30,32.77,152.3,2.91,62.66
1/3/2013 6:00,10.9,-7,0,-78.17,33,161.1,2.85,62.61
1/3/2013 7:00,10.9,-6.6,0,-79.81,29.81,163,3.24,62.56
1/3/2013 8:00,10.9,-6.8,0,-80.28,31.12,158,3.4,62.53
1/3/2013 9:00,10.9,-5.9,71.81,-48.30,29.12,160.9,3.6,62.51
1/3/2013 10:00,10.9,-4.4,195.2,-18.40,27.39,161.9,3.28,62.52
1/3/2013 11:00,10.9,-2.9,122.9,-218.20,26.16,165.4,2.66,62.54
1/3/2013 12:00,10.9,-2.2,393.1,8.40,26.47,160.9,2.77,62.58
1/3/2013 13:00,10.9,-1.9,413.8,11.50,26,164.4,3.26,62.64
